GeneID	cat	group	phylalist	orderlist	genuslist	specieslist
BKHAPHKO_01269	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01270	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01271	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01272	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01273	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01274	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01275	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01276	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01291	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01292	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01293	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01295	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01296	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01297	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01298	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01299	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01300	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01301	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01302	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01303	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01304	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01305	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01306	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01307	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01308	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01309	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01310	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01311	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01313	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01314	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales	Bacteroides	cellulosilyticus, sp., xylanisolvens
BKHAPHKO_01315	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01316	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01318	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01320	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01321	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01323	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01324	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01325	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01326	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01327	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01328	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01330	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01331	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01332	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01333	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01334	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01335	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01336	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01337	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01338	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01339	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01340	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01341	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01342	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01343	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01344	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01345	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01346	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01347	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01348	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01349	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01350	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01351	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01352	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01353	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01354	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01355	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01356	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01357	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01358	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01359	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01360	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01363	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01366	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01367	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01368	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01369	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01370	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	cellulosilyticus, neonati, ovatus, sp.
BKHAPHKO_01371	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01374	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01375	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01378	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, neonati, ovatus, sp.
BKHAPHKO_01379	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01380	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01381	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01382	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01383	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	xylanisolvens, goldsteinii
BKHAPHKO_01384	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01385	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01386	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01388	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	xylanisolvens, goldsteinii
BKHAPHKO_01389	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01390	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01391	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	xylanisolvens, goldsteinii
BKHAPHKO_01392	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	xylanisolvens, goldsteinii
BKHAPHKO_01393	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, xylanisolvens
BKHAPHKO_01394	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01395	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, xylanisolvens
BKHAPHKO_01396	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, ovatus, xylanisolvens
BKHAPHKO_01397	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01398	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	cellulosilyticus, ovatus, xylanisolvens, goldsteinii
BKHAPHKO_01399	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, xylanisolvens
BKHAPHKO_01400	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01401	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01402	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	ovatus, xylanisolvens, goldsteinii
BKHAPHKO_01403	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	cellulosilyticus, oleiciplenus, xylanisolvens, goldsteinii
BKHAPHKO_01404	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, oleiciplenus, xylanisolvens
BKHAPHKO_01405	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	cellulosilyticus, oleiciplenus, xylanisolvens, goldsteinii
BKHAPHKO_01406	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01407	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01408	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01410	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, oleiciplenus, xylanisolvens
BKHAPHKO_01411	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, oleiciplenus, sp., xylanisolvens
BKHAPHKO_01412	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, oleiciplenus, xylanisolvens
BKHAPHKO_01414	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	cellulosilyticus, oleiciplenus, ovatus, sp., xylanisolvens, goldsteinii
BKHAPHKO_01415	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01417	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01418	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, xylanisolvens
BKHAPHKO_01419	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	ovatus, distasonis
BKHAPHKO_01420	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	ovatus, distasonis
BKHAPHKO_01421	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, xylanisolvens
BKHAPHKO_01422	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01423	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01425	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01426	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01427	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01428	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01429	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	cellulosilyticus, ovatus, sp., xylanisolvens
BKHAPHKO_01430	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01433	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01434	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01436	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01437	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01438	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01439	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01441	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01442	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01444	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_01445	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01446	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01447	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01448	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01449	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01450	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01451	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01452	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01453	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
BKHAPHKO_01454	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01455	unclassified	Bacteroides_sp.	Bacteroidetes	Bacteroidales	Bacteroides	sp.
BKHAPHKO_01456	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01458	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
BKHAPHKO_01459	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	acidifaciens, caccae, caecimuris, congonensis, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens, coli
BKHAPHKO_01460	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, intestinigallinarum, sp., xylanisolvens
BKHAPHKO_01461	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, congonensis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01462	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01463	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01464	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, congonensis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01466	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01467	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01468	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01469	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Phocaeicola	fragilis, ovatus, sp., uniformis, xylanisolvens, coli, vulgatus
BKHAPHKO_01470	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01471	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01472	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01473	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01474	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01475	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01476	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, koreensis, ovatus, sp., xylanisolvens
BKHAPHKO_01477	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01478	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01479	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
BKHAPHKO_01480	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	ovatus, sp., xylanisolvens, coli
BKHAPHKO_01481	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01482	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01483	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, sp., xylanisolvens
BKHAPHKO_01484	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01485	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01486	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01487	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01488	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	congonensis, faecis, finegoldii, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
BKHAPHKO_01489	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01490	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp.
BKHAPHKO_01491	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01492	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01493	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01494	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01495	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01496	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01497	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01498	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01499	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	ovatus, sp., coli
BKHAPHKO_01500	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01501	singlespecies	Bacteroides_ovatus	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp.
BKHAPHKO_01502	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01503	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01504	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01505	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01506	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01507	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01508	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
BKHAPHKO_01509	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
BKHAPHKO_01510	unclassified	Bacteroides_sp.	Bacteroidetes	Bacteroidales	Bacteroides	sp.
