isolate	sample	site	host_site	host	genus_sp	classification	taxonomy_Genus	taxonomy_Species	Completeness	Contamination	GC	GC std	Genome.size	# ambiguous bases	# scaffolds	# contigs	Longest scaffold	Longest contig	N50 (scaffolds)	N50 (contigs)	Mean scaffold length	Mean contig length	Coding density	Translation table	predicted.genes	percent_mapped	coverage_mean	coverage_std	dataset	isolation_source	infection_status	included_analysis	isolate_old	clade	captive_clade	human_ape
GCA.002959635.1.ASM295963v1	SAMN08570052	siteUnknown	human_USA_Europe	human	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.19093851132686	2.4352750809061487	0.41819300117272695	0.02327145776069464	6724498	0	21	21	5913077	5913077	5913077	5913077	320214.1904761905	320214.1904761905	0.9027438182002582	11	5223	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_002959635.1_ASM295963v1	unassigned	unassigned	human
GCA.009102605.1.ASM910260v1	SAMN11944278	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.42541316072510155	0.04478036822808773	6640430	36	89	91	357843	357843	176346	160184	74611.57303370787	72971.36263736263	0.8994013941868222	11	5446	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102605.1_ASM910260v1	cladeB	unassigned	human
GCA.009102705.1.ASM910270v1	SAMN11944275	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.42611434760605044	0.04643409815128377	6724187	6	104	104	431145	431145	160184	160184	64655.644230769234	64655.58653846154	0.8989757423462494	11	5543	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102705.1_ASM910270v1	cladeB	unassigned	human
GCA.009102805.1.ASM910280v1	SAMN11944269	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.4210607008003772	0.035152595094463904	6405116	11	92	92	615282	615280	159622	159622	69620.82608695653	69620.70652173914	0.8986168244259745	11	5192	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102805.1_ASM910280v1	cladeC	unassigned	human
GCA.900107825.1.IMG.taxon.2623620516.annotated.assembly	SAMN04487924	siteUnknown	rumen_USA	rumen	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.4175672431530419	0.02506359064684165	6131743	115	64	65	542077	542077	174702	149792	95808.484375	94332.73846153847	0.8998976310650985	11	4838	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900107825.1_IMG-taxon_2623620516_annotated_assembly	unassigned	unassigned	rumen
GCA.002161135.1.ASM216113v1	SAMN06473578	siteUnknown	chicken_Europe	chicken	Gallus gallus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.41890357854687615	0.02688488484489905	5727688	0	87	87	493865	493865	148746	148746	65835.49425287357	65835.49425287357	0.9020260880131739	11	4467	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_002161135.1_ASM216113v1	cladeA	unassigned	chicken
GCA.009102755.1.ASM910275v1	SAMN11944271	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.7281553398058253	0.42598869211215723	0.04458857330594678	6683867	37	110	110	564224	564223	143470	143469	60762.42727272727	60762.09090909091	0.8978877048271607	11	5514	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102755.1_ASM910275v1	cladeB	unassigned	human
GCA.009102675.1.ASM910267v1	SAMN11944274	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.42540505274387164	0.050519335401818986	6636792	2	115	115	370899	370899	142363	142363	57711.2347826087	57711.217391304344	0.8995115411180582	11	5449	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102675.1_ASM910267v1	cladeB	unassigned	human
GCA.009102825.1.ASM910282v1	SAMN11944268	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.42112887061311216	0.04069577991553761	6392133	187	91	93	379948	379948	134749	134749	70243.21978021978	68730.60215053764	0.8992960565745425	11	5174	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102825.1_ASM910282v1	cladeC	unassigned	human
GCA.003469745.1.ASM346974v1	SAMN09736325	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.06472491909385113	0.4146462659785793	0.03712489195668753	6007553	370	83	105	466294	418241	141443	132925	72380.15662650602	57211.26666666667	0.9032040166770064	11	4701	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003469745.1_ASM346974v1	cladeA	unassigned	human
GCA.004167295.1.ASM416729v1	SAMN10239576	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.24271844660194175	0.4182546033206262	0.0468436289629593	6187327	0	117	117	314540	314540	131216	131216	52883.13675213675	52883.13675213675	0.9006903950607427	11	4984	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_004167295.1_ASM416729v1	cladeA	unassigned	human
GCA.009093775.1.ASM909377v1	SAMN11944334	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.24271844660194175	0.4182823063865478	0.046301677458925675	6190324	0	115	115	314540	314540	131216	131216	53828.90434782609	53828.90434782609	0.9007546293215024	11	4990	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009093775.1_ASM909377v1	cladeA	unassigned	human
GCA.003436085.1.ASM343608v1	SAMN09737014	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.41758888915714576	0.025353444026365683	5592152	497	89	116	468787	468787	139363	127390	62833.168539325845	48203.9224137931	0.9029484534755136	11	4288	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003436085.1_ASM343608v1	cladeA	unassigned	human
GCA.009102685.1.ASM910268v1	SAMN11944276	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.426164307762332	0.048957120504017924	6663961	2535	115	138	324190	324190	125402	125402	57947.48695652174	48271.20289855073	0.8987735672522693	11	5498	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102685.1_ASM910268v1	cladeB	unassigned	human
GCA.009102845.1.ASM910284v1	SAMN11944267	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.42110584910329335	0.0395081465039519	6380964	3	122	122	256309	256309	124535	124535	52302.983606557376	52302.95901639344	0.8990854673369102	11	5175	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102845.1_ASM910284v1	cladeC	unassigned	human
GCA.009102085.1.ASM910208v1	SAMN11944322	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.1483279395900755	0.41930334089018934	0.029853214178812364	6356220	3931	100	121	337180	337180	125720	123863	63562.2	52498.25619834711	0.9009755798257455	11	5070	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102085.1_ASM910208v1	cladeA	unassigned	human
GCA.009102665.1.ASM910266v1	SAMN11944277	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.42544208452083204	0.04522090423807063	6626679	5	96	96	564126	564125	122150	122150	69027.90625	69027.85416666667	0.8995329334648623	11	5432	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102665.1_ASM910266v1	cladeB	unassigned	human
GCA.009101945.1.ASM910194v1	SAMN11944331	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.16181229773462782	0.42004554342315953	0.039023161589153386	6586746	65	135	137	506846	506846	118219	118219	48790.71111111111	48077.96350364963	0.8979632735192764	11	5405	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101945.1_ASM910194v1	cladeC	unassigned	human
GCA.009102725.1.ASM910272v1	SAMN11944273	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.4045307443365696	0.42535732976471374	0.05397357425128143	6626655	3	128	128	293967	293967	117995	117995	51770.7421875	51770.71875	0.8993403157399925	11	5445	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102725.1_ASM910272v1	cladeB	unassigned	human
GCA.009148965.1.ASM914896v1	SAMN11944332	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.16181229773462782	0.42015612711224215	0.03911713802137785	6568533	39	125	126	337042	337033	117975	117975	52548.264	52130.90476190476	0.8983221976657497	11	5372	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009148965.1_ASM914896v1	cladeC	unassigned	human
GCA.009095545.1.ASM909554v1	SAMN11944329	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.16181229773462782	0.4200952485593371	0.0455385661066005	6598528	3	153	153	436601	436601	115432	115432	43127.63398692811	43127.61437908497	0.8976902121200365	11	5431	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009095545.1_ASM909554v1	cladeC	unassigned	human
GCA.003437545.1.ASM343754v1	SAMN09736937	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.42273917083210044	0.05245615998289425	6077136	538	138	189	334364	334364	126435	114591	44037.217391304344	32151.31216931217	0.9012192585454727	11	4885	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003437545.1_ASM343754v1	cladeA	unassigned	human
GCA.003474645.1.ASM347464v1	SAMN09734674	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.5501618122977346	0.4212605046678815	0.05506982990124076	6851463	1889	142	229	341831	341831	141458	111707	48249.73943661972	29910.80349344978	0.9009903432303437	11	5694	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003474645.1_ASM347464v1	cladeA	unassigned	human
GCA.009102015.1.ASM910201v1	SAMN11944325	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.9169363538295576	0.42070221803021557	0.05614607966295959	6637052	82	183	185	384356	384355	109780	109780	36268.043715846994	35875.51351351351	0.8966625543991519	11	5495	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102015.1_ASM910201v1	cladeC	unassigned	human
GCA.003474245.1.ASM347424v1	SAMN09734689	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.16874711049468333	0.41968558052912974	0.044693485303791115	6027336	610	98	136	325539	285833	166063	109729	61503.42857142857	44314.16176470588	0.9002312132590584	11	4819	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003474245.1_ASM347424v1	cladeA	unassigned	human
GCA.003468875.1.ASM346887v1	SAMN09736419	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.08090614886731391	0.42063734962749544	0.02603371003373176	5953845	629	99	142	444784	444784	124279	107676	60139.84848484849	41924.05633802817	0.9012968930161938	11	4714	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003468875.1_ASM346887v1	cladeA	unassigned	human
GCA.015553655.1.ASM1555365v1	SAMN15532925	USA	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.4201465607962067	0.0411704545385506	5821934	732	118	125	460546	460546	108354	102491	49338.42372881356	46569.616	0.9007728359682539	11	4595	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015553655.1_ASM1555365v1	cladeA	unassigned	human
GCA.009102045.1.ASM910204v1	SAMN11944326	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.16181229773462782	0.4203805244795796	0.0435821689841419	6613456	5	154	154	322822	322822	102266	102266	42944.51948051948	42944.48701298701	0.897157855136558	11	5445	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102045.1_ASM910204v1	cladeC	unassigned	human
GCA.009102025.1.ASM910202v1	SAMN11944324	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.02912621359224	0.16181229773462782	0.42127055494287236	0.04420104884036483	6437080	3	150	150	601757	601757	95789	95789	42913.86666666667	42913.846666666665	0.8985016498163764	11	5317	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102025.1_ASM910202v1	cladeC	unassigned	human
GCA.015668785.1.ASM1566878v1	SAMN15654964	USA	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.4189527796553767	0.027977936006849547	6064790	603	109	115	342912	342912	107373	95713	55640.2752293578	52732.06086956522	0.9000806293375369	11	4829	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015668785.1_ASM1566878v1	cladeC	unassigned	human
GCA.002161115.1.ASM216111v1	SAMN06473580	siteUnknown	chicken_Europe	chicken	Gallus gallus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.41578997477867663	0.031932184047670766	5692802	0	105	105	289529	289529	95329	95329	54217.1619047619	54217.1619047619	0.9032541444441595	11	4451	NA	NA	NA	ncbi_genomes	ceacum	FALSE	1	GCA_002161115.1_ASM216111v1	cladeA	unassigned	chicken
GCA.900114865.1.IMG.taxon.2654588180.annotated.assembly	SAMN05216250	siteUnknown	rumen_USA	rumen	missing	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.418878948970351	0.026843980909254127	5867942	20	93	95	318233	318233	105905	94755	63096.15053763441	61767.6	0.8997662212748524	11	4678	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_900114865.1_IMG-taxon_2654588180_annotated_assembly	unassigned	unassigned	rumen
GCA.009102075.1.ASM910207v1	SAMN11944323	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.99676375404529	0.16181229773462782	0.4202884705918978	0.04158173798389762	6552993	20	151	152	640568	640568	93667	93667	43397.30463576159	43111.66447368421	0.8970529954785547	11	5382	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102075.1_ASM910207v1	cladeC	unassigned	human
GCA.009093695.1.ASM909369v1	SAMN11944338	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.42826321467099	0.38449684080752045	0.42480045132728844	0.052773987120910665	7130999	32	186	186	250711	250711	93504	93504	38338.70430107527	38338.532258064515	0.894758223917855	11	6070	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009093695.1_ASM909369v1	unassigned	unassigned	human
GCA.015559535.1.ASM1555953v1	SAMN15533357	USA	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.42073361984891017	0.04869917925372419	6239981	646	146	151	359964	230742	95873	92361	42739.59589041096	41320.09933774835	0.8990972889180272	11	5083	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015559535.1_ASM1555953v1	cladeC	unassigned	human
GCA.902374095.1.MGYG.HGUT.01345	SAMEA5850848	siteUnknown	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.41893130808949214	0.03977393915606744	6003748	90781	36	133	1674641	304287	1143623	90000	166770.77777777778	44458.3984962406	0.8822299003888904	11	4710	NA	NA	NA	ncbi_genomes	missing	FALSE	1	GCA_902374095.1_MGYG-HGUT-01345	cladeC	unassigned	human
GCA.009101535.1.ASM910153v1	SAMN11944266	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4241075849430702	0.04040109679053007	6432573	0	169	169	254685	254685	77016	77016	38062.56213017752	38062.56213017752	0.8995880808503844	11	5439	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101535.1_ASM910153v1	cladeC	unassigned	human
GCA.015557725.1.ASM1555772v1	SAMN15532753	USA	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides	Bacteroides_ovatus	99.46062567421791	0.040453074433656956	0.41897699748418116	0.03733906783385276	6725938	891	75	83	384660	358440	180192	168125	89679.17333333334	81024.6626506024	0.9050777750255801	11	5346	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015557725.1_ASM1555772v1	unassigned	unassigned	human
GCA.015547545.1.ASM1554754v1	SAMN15533273	USA	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4206027439778048	0.030513654698220507	6521741	697	149	156	201544	201544	78542	73368	43770.07382550336	41801.5641025641	0.8985757024082986	11	5376	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015547545.1_ASM1554754v1	cladeC	unassigned	human
GCA.003464445.1.ASM346444v1	SAMN09734272	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.22653721682847897	0.4208692637510876	0.033118322655791316	6247991	267	159	185	233981	179289	78594	72921	39295.54088050315	33771.48108108108	0.8940302570858377	11	5081	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003464445.1_ASM346444v1	cladeA	unassigned	human
GCA.009101785.1.ASM910178v1	SAMN11944265	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4241584702070066	0.04362418202106412	6432453	1	183	183	254685	254685	68558	68558	35150.016393442624	35150.01092896175	0.900055390999359	11	5450	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101785.1_ASM910178v1	cladeC	unassigned	human
GCA.009101565.1.ASM910156v1	SAMN11944320	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.42358803726267125	0.054561868165660644	6378072	0	205	205	309868	309868	65076	65076	31112.546341463414	31112.546341463414	0.8993438769584288	11	5363	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101565.1_ASM910156v1	cladeC	unassigned	human
GCA.009102225.1.ASM910222v1	SAMN11944310	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4240038966390551	0.06471718368040835	6399362	1	196	196	410906	410906	65076	65076	32649.80612244898	32649.801020408162	0.8996473398441908	11	5388	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102225.1_ASM910222v1	cladeC	unassigned	human
GCA.009102105.1.ASM910210v1	SAMN11944321	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4239934468899234	0.05080546023987822	6394521	0	207	207	309868	309868	64136	64136	30891.405797101448	30891.405797101448	0.8993544629847959	11	5385	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102105.1_ASM910210v1	cladeC	unassigned	human
GCA.009101635.1.ASM910163v1	SAMN11944316	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.42359587112348984	0.054165579483149665	6372581	0	208	208	244053	244053	64055	64055	30637.408653846152	30637.408653846152	0.8996979402851059	11	5367	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101635.1_ASM910163v1	cladeC	unassigned	human
GCA.009102625.1.ASM910262v1	SAMN11944280	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.558252427184466	0.4237907045176815	0.051482496474699484	6426362	79	219	221	410906	410906	62542	62542	29344.118721461185	29078.203619909502	0.8990078679041112	11	5419	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102625.1_ASM910262v1	cladeC	unassigned	human
GCA.009101555.1.ASM910155v1	SAMN11944317	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4237219167744043	0.0525249313905539	6392072	0	198	198	244322	244322	62541	62541	32283.19191919192	32283.19191919192	0.8994446558173937	11	5373	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101555.1_ASM910155v1	cladeC	unassigned	human
