Gene	copynum_iso1	copynum_iso2	iso1	iso2	diff	copy_diff	mrca	MRCA_iso1	MRCA_iso2	geneGainLoss	Gene.ID	contig	name	rank	is_dup	cluster_size	comp
group_13317	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04656	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_13318	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04657	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_13319	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04659	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_13320	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04660	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_13321	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04661	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_13322	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04662	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_13323	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04663	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_13324	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_04664	NFKW01000061.1	group_13315_group_13324_85	85	0	11	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1505	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02341	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
egtB_2	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02342	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4968	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02340	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_14905	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02336	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1506	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02334	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_2218	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02339	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_2219	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02335	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_3420	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02338	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8945	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02337	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_396	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02775	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_397	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02776	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_229	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02772	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1848	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04641	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_70	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_02333	NFKW01000023.1	egtB_2_group_70_35	35	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_2440	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02777	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_3727	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02781	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_5789	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02779	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_5790	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02780	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_5791	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02782	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10322	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04640	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10323	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04638	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10324	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04637	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10325	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04636	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10326	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04635	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10327	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04633	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10328	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04632	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_2859	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04639	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4309	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	1	nochange	loss	iso2_loss	GCIJBIJP_04634	NFKW01000006.1	group_10328_group_1848_68	68	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1886	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02774	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_870	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_02773	JABWDD010000036.1	group_229_group_5791_55	55	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_424	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00649	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6074	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00650	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_895	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05412	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4358	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05405	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_9414	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00647	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_9415	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00646	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10514	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05406	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10515	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05407	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10516	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05408	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10517	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05410	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1936	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05411	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6611	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05413	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_9413	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00648	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1419	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00640	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6812	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_05403	JABWDD010000099.1	group_6611_group_6812_99	99	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1003	0	2	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	2	0	nochange	gain	iso2_gain	ACJIHHAJ_02136	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_5460	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02137	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8589	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02140	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8931	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02149	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8932	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02148	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8933	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02147	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8935	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02143	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8936	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02141	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8937	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02139	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_8938	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_02138	JABWDD010000029.1	group_1003_group_8931_62	62	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_2068	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00639	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6813	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00011	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10992	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00007	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10991	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00009	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4480	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00003	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6815	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00005	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_885	0	2	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	2	0	nochange	gain	iso2_gain	ACJIHHAJ_04308	JABWDD010000062.1	group_7571_group_9948_104	104	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10989	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00013	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4324	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_05438	JABWDD010000009.1	group_19075_group_4324_134	134	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10990	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00010	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_2935	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00012	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4326	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_05458	JABWDD010000009.1	group_1926_group_4857_135	135	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4482	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00001	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_11310	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00642	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_2864	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_05432	JABWDD010000009.1	group_19075_group_4324_134	134	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6558	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_05436	JABWDD010000009.1	group_19075_group_4324_134	134	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6814	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	1	loss	nochange	iso1_loss	ACJIHHAJ_00006	JABWDD010000100.1	group_10989_group_4482_1	1	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_914	1	0	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.002160595.1.ASM216059v1	1	0	gain	nochange	iso1_gain	GCIJBIJP_00641	NFKW01000010.1	group_2068_group_6074_12	12	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_10395	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_05419	JABWDD010000009.1	group_19075_group_4324_134	134	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_19075	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_05418	JABWDD010000009.1	group_19075_group_4324_134	134	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_6556	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_05420	JABWDD010000009.1	group_19075_group_4324_134	134	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_1871	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_04311	JABWDD010000062.1	group_7571_group_9948_104	104	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
group_4530	0	1	GCA.002160595.1.ASM216059v1	GCA.013361135.1.ASM1336113v1	GCA.013361135.1.ASM1336113v1	1	0	nochange	gain	iso2_gain	ACJIHHAJ_04314	JABWDD010000062.1	group_7571_group_9948_104	104	0	10	GCA.002160595.1.ASM216059v1_GCA.013361135.1.ASM1336113v1
